frame,id,x,y
449,3,1678,616
450,3,1679,615
451,3,1679,615
452,3,1679,614
453,3,1680,614
454,3,1680,613
455,3,1681,613
456,3,1681,612
457,3,1682,612
458,3,1682,611
459,3,1683,610
460,3,1683,610
461,3,1684,609
462,3,1685,609
463,3,1685,608
464,3,1685,607
465,3,1686,607
466,3,1687,607
467,3,1687,606
468,3,1688,605
469,3,1689,605
470,3,1689,604
471,3,1690,603
472,3,1690,603
473,3,1691,603
474,3,1691,602
475,3,1692,602
476,3,1692,601
477,3,1692,601
478,3,1693,600
479,3,1693,599
480,3,1694,599
481,3,1694,599
482,3,1695,598
483,3,1695,598
484,3,1696,597
485,3,1697,597
486,3,1697,597
487,3,1698,596
488,3,1698,596
489,3,1698,595
490,3,1699,595
491,3,1699,594
492,3,1700,594
493,3,1701,593
494,3,1701,592
495,3,1702,592
496,3,1702,591
497,3,1703,591
498,3,1703,590
499,3,1704,589
500,3,1704,589
501,3,1704,588
502,3,1705,587
503,3,1705,587
504,3,1706,587
505,3,1706,586
506,3,1707,586
507,3,1707,586
508,3,1707,585
509,3,1707,585
510,3,1707,584
511,3,1708,583
512,3,1708,583
513,3,1708,582
514,3,1709,581
515,3,1709,581
516,3,1709,581
517,3,1709,580
518,3,1710,579
519,3,1710,578
520,3,1710,577
521,3,1710,576
522,3,1710,575
523,3,1710,575
524,3,1710,574
525,3,1710,574
526,3,1709,573
527,3,1709,572
528,3,1709,572
529,3,1709,571
530,3,1709,571
531,3,1709,570
532,3,1709,570
533,3,1709,569
534,3,1708,568
535,3,1708,568
536,3,1708,567
537,3,1708,566
538,3,1708,565
539,3,1708,565
540,3,1708,564
541,3,1709,563
542,3,1708,562
543,3,1708,561
544,3,1707,560
545,3,1707,560
546,3,1707,559
547,3,1707,559
548,3,1707,558
549,3,1707,557
550,3,1707,556
551,3,1708,556
552,3,1708,555
553,3,1709,554
554,3,1709,554
555,3,1709,553
556,3,1710,552
557,3,1710,551
558,3,1710,551
559,3,1710,550
560,3,1711,549
561,3,1711,549
562,3,1711,548
563,3,1711,548
564,3,1711,547
565,3,1711,546
566,3,1711,545
567,3,1712,544
568,3,1712,543
569,3,1712,542
570,3,1712,542
571,3,1712,541
572,3,1712,541
573,3,1712,540
574,3,1711,539
575,3,1711,539
576,3,1711,538
577,3,1711,538
578,3,1711,537
579,3,1711,536
580,3,1711,536
581,3,1711,535
582,3,1712,535
583,3,1712,534
584,3,1712,533
585,3,1712,533
586,3,1713,532
587,3,1713,532
588,3,1714,531
589,3,1714,531
590,3,1714,531
591,3,1715,530
592,3,1716,530
593,3,1716,529
594,3,1717,529
595,3,1717,528
596,3,1718,528
597,3,1718,528
598,3,1719,527
599,3,1719,527
600,3,1718,527
601,3,1718,527
602,3,1717,527
603,3,1718,527
604,3,1718,527
605,3,1719,527
606,3,1719,528
607,3,1720,528
608,3,1720,528
609,3,1721,528
610,3,1721,528
611,3,1721,528
612,3,1721,528
613,3,1721,528
614,3,1721,527
615,3,1721,527
616,3,1722,527
617,3,1722,527
618,3,1722,526
619,3,1722,526
620,3,1722,526
621,3,1722,527
622,3,1721,527
623,3,1721,528
624,3,1720,528
625,3,1719,528
626,3,1719,527
627,3,1719,527
628,3,1719,526
629,3,1720,526
630,3,1720,525
631,3,1721,525
632,3,1721,525
633,3,1722,524
634,3,1722,524
635,3,1722,523
636,3,1722,522
637,3,1722,521
638,3,1721,521
639,3,1721,520
640,3,1720,520
641,3,1720,519
642,3,1719,519
643,3,1719,518
644,3,1718,518
645,3,1718,517
646,3,1718,517
647,3,1717,516
648,3,1717,516
649,3,1716,516
650,3,1716,515
651,3,1716,515
652,3,1715,514
653,3,1714,513
654,3,1714,513
655,3,1714,512
656,3,1713,512
657,3,1713,511
658,3,1713,511
659,3,1713,510
660,3,1712,509
661,3,1712,508
662,3,1712,507
663,3,1711,507
664,3,1711,507
665,3,1711,506
666,3,1711,505
667,3,1710,505
668,3,1710,504
669,3,1710,503
670,3,1710,502
671,3,1710,502
672,3,1710,501
673,3,1710,501
674,3,1711,501
675,3,1711,500
676,3,1712,499
677,3,1713,499
678,3,1714,498
679,3,1714,497
680,3,1714,496
681,3,1714,496
682,3,1714,495
683,3,1715,495
684,3,1715,494
685,3,1716,494
686,3,1716,493
687,3,1716,493
688,3,1716,492
689,3,1717,491
690,3,1717,491
691,3,1717,490
692,3,1717,490
693,3,1718,489
694,3,1718,489
695,3,1718,489
696,3,1719,489
697,3,1719,488
698,3,1719,488
699,3,1720,488
700,3,1720,487
701,3,1721,487
702,3,1721,487
703,3,1721,487
704,3,1721,486
705,3,1721,486
706,3,1720,486
707,3,1720,486
708,3,1719,486
709,3,1718,486
710,3,1718,486
711,3,1718,486
712,3,1718,487
713,3,1718,487
714,3,1718,487
715,3,1718,487
716,3,1718,487
717,3,1719,487
718,3,1719,487
719,3,1719,486
720,3,1719,486
721,3,1719,486
722,3,1719,486
723,3,1719,487
724,3,1719,487
725,3,1718,487
726,3,1718,488
727,3,1718,489
728,3,1718,489
729,3,1717,490
730,3,1717,490
731,3,1717,490
732,3,1717,491
733,3,1716,491
734,3,1716,491
735,3,1716,492
736,3,1716,493
737,3,1715,493
738,3,1715,494
739,3,1715,494
740,3,1715,495
741,3,1714,495
742,3,1714,495
743,3,1714,496
744,3,1714,496
745,3,1713,496
746,3,1713,497
747,3,1713,497
748,3,1712,497
749,3,1712,498
750,3,1712,498
751,3,1711,498
752,3,1710,498
753,3,1710,498
754,3,1710,498
755,3,1709,498
756,3,1709,498
757,3,1708,497
758,3,1708,497
759,3,1707,497
760,3,1707,496
761,3,1706,496
762,3,1706,496
763,3,1705,496
764,3,1704,495
765,3,1704,495
766,3,1703,494
767,3,1703,494
768,3,1703,493
769,3,1703,493
770,3,1703,492
771,3,1703,492
772,3,1703,491
773,3,1702,491
774,3,1702,490
775,3,1703,490
776,3,1703,490
777,3,1704,489
778,3,1704,489
779,3,1704,488
780,3,1704,487
781,3,1704,487
782,3,1704,486
783,3,1703,486
784,3,1703,485
785,3,1702,485
786,3,1702,485
787,3,1702,485
788,3,1702,485
789,3,1702,485
790,3,1702,485
791,3,1702,485
792,3,1703,486
793,3,1703,485
794,3,1703,485
795,3,1703,484
796,3,1703,484
797,3,1703,484
798,3,1703,484
799,3,1703,483
800,3,1702,483
801,3,1702,483
802,3,1702,483
803,3,1703,483
804,3,1703,483
805,3,1704,483
806,3,1704,483
807,3,1705,484
808,3,1705,483
809,3,1706,483
810,3,1706,482
811,3,1707,482
812,3,1707,481
813,3,1707,481
814,3,1707,481
815,3,1708,481
816,3,1709,481
817,3,1709,481
818,3,1709,481
819,3,1710,480
820,3,1710,480
821,3,1711,480
822,3,1711,480
823,3,1711,480
824,3,1711,479
825,3,1711,478
826,3,1711,478
827,3,1711,477
828,3,1711,477
829,3,1710,476
830,3,1710,476
831,3,1710,475
832,3,1709,475
833,3,1709,474
834,3,1709,474
835,3,1709,473
836,3,1709,473
837,3,1709,473
838,3,1709,473
839,3,1708,472
840,3,1708,472
841,3,1708,471
842,3,1708,471
843,3,1708,471
844,3,1708,470
845,3,1708,469
846,3,1709,469
847,3,1709,468
848,3,1709,468
849,3,1710,468
850,3,1710,468
851,3,1710,467
852,3,1711,467
853,3,1711,466
854,3,1711,466
855,3,1711,466
856,3,1712,465
857,3,1712,465
858,3,1712,464
859,3,1712,464
860,3,1713,463
861,3,1713,463
862,3,1713,463
863,3,1714,462
864,3,1714,462
865,3,1714,461
866,3,1715,461
867,3,1715,460
868,3,1715,460
869,3,1715,459
870,3,1715,459
871,3,1715,459
872,3,1715,459
873,3,1716,458
874,3,1716,458
875,3,1716,457
876,3,1717,457
877,3,1717,457
878,3,1717,456
879,3,1717,456
880,3,1717,455
881,3,1717,455
882,3,1718,455
883,3,1718,455
884,3,1718,454
885,3,1719,454
886,3,1719,453
887,3,1719,453
888,3,1719,453
889,3,1719,452
890,3,1719,452
891,3,1720,451
892,3,1720,451
893,3,1720,450
894,3,1721,450
895,3,1721,450
896,3,1721,450
897,3,1721,450
898,3,1722,449
899,3,1722,449
900,3,1722,449
901,3,1722,449
902,3,1723,449
903,3,1723,449
904,3,1723,449
905,3,1723,448
906,3,1723,448
907,3,1723,448
908,3,1723,447
909,3,1723,447
910,3,1723,447
911,3,1724,447
912,3,1724,447
913,3,1724,447
914,3,1724,446
915,3,1724,445
916,3,1724,445
917,3,1723,445
918,3,1723,445
919,3,1722,444
920,3,1722,444
921,3,1722,444
922,3,1722,443
923,3,1722,443
924,3,1722,443
925,3,1723,442
926,3,1723,442
927,3,1724,442
928,3,1724,441
929,3,1724,441
930,3,1725,441
931,3,1725,441
932,3,1725,440
933,3,1725,440
934,3,1725,440
935,3,1725,440
936,3,1725,439
937,3,1725,439
938,3,1724,438
939,3,1724,438
940,3,1724,438
941,3,1724,438
942,3,1724,438
943,3,1725,437
944,3,1725,437
945,3,1726,437
946,3,1726,436
947,3,1726,436
948,3,1727,436
949,3,1727,435
950,3,1727,435
951,3,1727,434
952,3,1728,434
953,3,1728,434
954,3,1729,433
955,3,1729,432
956,3,1730,432
957,3,1730,431
958,3,1731,431
959,3,1731,430
960,3,1732,430
961,3,1732,429
962,3,1733,429
963,3,1733,428
964,3,1734,428
965,3,1734,427
966,3,1735,427
967,3,1735,427
968,3,1736,426
969,3,1737,426
970,3,1737,425
971,3,1738,424
972,3,1738,424
973,3,1739,424
974,3,1739,423
975,3,1740,423
976,3,1740,422
977,3,1741,422
978,3,1742,421
979,3,1742,421
980,3,1743,420
981,3,1743,420
982,3,1744,419
983,3,1744,419
984,3,1744,419
985,3,1745,418
986,3,1745,418
987,3,1746,417
988,3,1746,417
989,3,1746,416
990,3,1747,415
991,3,1747,415
992,3,1747,414
993,3,1747,414
994,3,1748,414
995,3,1749,413
996,3,1749,413
997,3,1750,412
998,3,1751,412
999,3,1751,411
1000,3,1751,411
1001,3,1751,410
1002,3,1751,410
1003,3,1751,409
1004,3,1751,409
1005,3,1751,408
1006,3,1751,407
1007,3,1752,407
1008,3,1752,405
1009,3,1752,404
1010,3,1752,403
1011,3,1752,402
1012,3,1752,402
1013,3,1752,401
1014,3,1751,400
1015,3,1751,400
1016,3,1751,399
1017,3,1751,398
1018,3,1750,397
1019,3,1750,396
1020,3,1749,395
1021,3,1749,395
1022,3,1749,394
1023,3,1749,394
1024,3,1748,393
1025,3,1748,393
1026,3,1748,392
1027,3,1748,391
1028,3,1747,390
1029,3,1747,389
1030,3,1747,389
1031,3,1746,388
1032,3,1746,387
1033,3,1746,386
1034,3,1746,385
1035,3,1746,384
1036,3,1746,383
1037,3,1745,383
1038,3,1745,382
1039,3,1744,382
1040,3,1744,381
1041,3,1744,381
1042,3,1743,380
1043,3,1743,379
1044,3,1743,378
1045,3,1743,378
1046,3,1743,377
1047,3,1743,377
1048,3,1742,376
1049,3,1742,375
1050,3,1742,374
1051,3,1741,374
1052,3,1741,373
1053,3,1741,373
1054,3,1741,372
1055,3,1740,371
1056,3,1740,371
1057,3,1740,370
1058,3,1740,370
1059,3,1739,369
1060,3,1739,369
1061,3,1739,368
1062,3,1738,368
1063,3,1738,367
1064,3,1738,367
1065,3,1738,366
1066,3,1737,365
1067,3,1737,364
1068,3,1737,364
1069,3,1736,363
1070,3,1736,363
1071,3,1735,362
1072,3,1735,361
1073,3,1735,361
1074,3,1734,360
1075,3,1734,359
1076,3,1734,359
1077,3,1734,358
1078,3,1734,358
1079,3,1734,357
1080,3,1733,356
1081,3,1733,356
1082,3,1733,355
1083,3,1732,355
1084,3,1732,354
1085,3,1732,354
1086,3,1732,353
1087,3,1731,352
1088,3,1731,352
1089,3,1731,351
1090,3,1731,350
1091,3,1731,349
1092,3,1731,349
1093,3,1730,348
1094,3,1729,347
1095,3,1729,347
1096,3,1728,346
1097,3,1728,346
1098,3,1727,345
1099,3,1727,345
1100,3,1727,344
1101,3,1726,344
1102,3,1726,344
1103,3,1725,343
1104,3,1725,343
1105,3,1724,343
1106,3,1724,342
1107,3,1723,342
1108,3,1723,342
1109,3,1723,341
1110,3,1723,341
1111,3,1722,340
1112,3,1722,340
1113,3,1721,339
1114,3,1721,338
1115,3,1720,337
1116,3,1720,337
1117,3,1720,336
1118,3,1720,335
1119,3,1719,334
1120,3,1719,334
1121,3,1719,333
1122,3,1718,333
1123,3,1718,332
1124,3,1718,331
1125,3,1718,331
1126,3,1717,330
1127,3,1717,329
1128,3,1717,329
1129,3,1716,328
1130,3,1716,328
1131,3,1715,327
1132,3,1715,327
1133,3,1715,326
1134,3,1715,325
1135,3,1715,325
1136,3,1714,324
1137,3,1714,323
1138,3,1714,323
1139,3,1714,322
1140,3,1713,322
1141,3,1713,321
1142,3,1713,320
1143,3,1712,320
1144,3,1712,319
1145,3,1712,318
1146,3,1712,317
1147,3,1711,317
1148,3,1711,316
1149,3,1711,315
1150,3,1711,315
1151,3,1710,314
1152,3,1710,314
1153,3,1710,313
1154,3,1709,313
1155,3,1709,312
1156,3,1709,311
1157,3,1708,311
1158,3,1708,310
1159,3,1708,310
1160,3,1707,309
1161,3,1707,309
1162,3,1707,308
1163,3,1707,308
1164,3,1706,307
1165,3,1706,307
1166,3,1706,306
1167,3,1706,305
1168,3,1706,305
1169,3,1706,304
1170,3,1705,304
1171,3,1705,303
1172,3,1705,303
1173,3,1705,302
1174,3,1705,302
1175,3,1705,301
1176,3,1704,301
1177,3,1704,300
1178,3,1704,300
1179,3,1704,300
1180,3,1704,299
1181,3,1703,298
1182,3,1703,298
1183,3,1702,297
1184,3,1702,297
1185,3,1702,296
1186,3,1702,295
1187,3,1701,294
1188,3,1701,293
1189,3,1701,293
1190,3,1700,292
1191,3,1699,292
1192,3,1698,291
1193,3,1698,291
1194,3,1697,291
1195,3,1696,291
1196,3,1696,291
1197,3,1695,291
1198,3,1695,290
1199,3,1695,289
1200,3,1695,289
1201,3,1695,288
1202,3,1695,288
1203,3,1695,288
1204,3,1696,287
1205,3,1695,287
1206,3,1695,286
1207,3,1694,286
1208,3,1694,285
1209,3,1694,285
1210,3,1694,285
1211,3,1694,285
1212,3,1694,284
1213,3,1694,284
1214,3,1693,284
1215,3,1693,284
1216,3,1692,283
1217,3,1692,283
1218,3,1691,283
1219,3,1691,282
1220,3,1691,282
1221,3,1690,282
1222,3,1690,282
1223,3,1689,281
1224,3,1688,281
1225,3,1687,281
1226,3,1686,280
1227,3,1686,280
1228,3,1685,280
1229,3,1685,279
1230,3,1684,279
1231,3,1684,279
1232,3,1683,279
1233,3,1682,279
1234,3,1682,279
1235,3,1681,279
1236,3,1681,279
1237,3,1680,280
1238,3,1679,280
1239,3,1679,280
1240,3,1678,280
1241,3,1678,280
1242,3,1678,280
1243,3,1677,280
1244,3,1676,280
1245,3,1676,279
1246,3,1675,279
1247,3,1675,279
1248,3,1675,279
1249,3,1674,278
1250,3,1674,278
1251,3,1673,278
1252,3,1673,278
1253,3,1673,278
1254,3,1673,278
1255,3,1673,278
1256,3,1672,278
1257,3,1671,278
1258,3,1671,277
1259,3,1670,277
1260,3,1670,277
1261,3,1669,277
1262,3,1669,277
1263,3,1669,277
230,4,1590,662
231,4,1590,661
232,4,1590,660
233,4,1590,659
234,4,1590,659
235,4,1590,659
236,4,1591,659
237,4,1592,659
238,4,1593,659
239,4,1593,659
240,4,1594,659
241,4,1594,660
242,4,1595,660
243,4,1595,660
244,4,1595,660
245,4,1596,659
246,4,1596,659
247,4,1596,658
248,4,1596,657
249,4,1597,656
250,4,1597,656
251,4,1597,655
252,4,1598,654
253,4,1599,654
259,4,1601,652
260,4,1603,651
262,4,1604,650
263,4,1605,650
271,4,1607,648
272,4,1609,647
273,4,1611,646
274,4,1611,646
275,4,1612,646
276,4,1613,646
277,4,1614,646
278,4,1614,646
279,4,1615,646
280,4,1616,646
281,4,1616,645
282,4,1617,645
283,4,1618,645
284,4,1619,645
285,4,1620,645
286,4,1621,645
287,4,1622,645
288,4,1624,645
289,4,1624,644
290,4,1625,644
291,4,1625,644
292,4,1626,644
293,4,1627,644
294,4,1628,644
295,4,1629,644
296,4,1630,643
297,4,1631,642
298,4,1631,642
299,4,1632,641
300,4,1632,641
301,4,1633,640
302,4,1634,639
303,4,1634,639
304,4,1635,638
305,4,1636,637
307,4,1637,636
308,4,1638,635
309,4,1639,635
310,4,1639,633
311,4,1639,632
312,4,1639,631
315,4,1640,629
316,4,1641,628
317,4,1641,626
318,4,1642,625
319,4,1642,624
320,4,1642,623
321,4,1643,622
322,4,1643,621
323,4,1643,620
324,4,1643,619
325,4,1644,619
326,4,1644,618
327,4,1644,617
328,4,1644,616
329,4,1645,616
330,4,1645,615
331,4,1645,615
332,4,1646,614
333,4,1646,613
334,4,1646,613
335,4,1646,612
336,4,1646,611
337,4,1646,610
338,4,1646,609
339,4,1646,608
340,4,1646,608
341,4,1647,607
342,4,1647,606
343,4,1647,605
344,4,1647,604
345,4,1647,603
346,4,1647,602
347,4,1647,601
348,4,1646,601
349,4,1646,600
350,4,1646,599
351,4,1646,599
352,4,1646,598
353,4,1646,597
354,4,1646,596
355,4,1646,595
356,4,1647,594
357,4,1647,594
358,4,1647,594
359,4,1647,593
360,4,1647,592
361,4,1648,591
362,4,1648,590
363,4,1648,590
364,4,1649,589
365,4,1649,589
366,4,1649,588
367,4,1650,587
368,4,1650,587
369,4,1650,586
370,4,1651,585
371,4,1651,584
372,4,1652,584
373,4,1652,583
374,4,1652,582
375,4,1653,582
376,4,1654,581
377,4,1654,580
378,4,1655,579
379,4,1655,579
380,4,1655,578
381,4,1655,578
382,4,1656,577
383,4,1656,577
384,4,1656,576
385,4,1657,575
386,4,1657,575
387,4,1658,574
388,4,1658,573
389,4,1658,573
390,4,1658,572
391,4,1659,571
392,4,1659,571
393,4,1660,570
394,4,1660,570
395,4,1661,569
396,4,1661,568
397,4,1662,567
398,4,1662,566
399,4,1662,565
400,4,1663,564
401,4,1663,564
402,4,1664,563
403,4,1664,562
404,4,1665,562
405,4,1665,561
406,4,1666,560
407,4,1666,560
408,4,1666,560
409,4,1666,559
410,4,1667,558
411,4,1667,557
412,4,1668,557
413,4,1668,556
414,4,1668,555
415,4,1669,555
416,4,1669,554
417,4,1670,553
418,4,1670,552
419,4,1670,551
420,4,1671,551
421,4,1671,550
422,4,1672,549
423,4,1672,548
424,4,1673,547
425,4,1674,546
426,4,1674,545
427,4,1674,544
428,4,1675,543
429,4,1675,543
430,4,1676,542
431,4,1676,541
432,4,1677,541
433,4,1678,540
434,4,1678,539
435,4,1678,539
436,4,1679,538
437,4,1679,537
438,4,1680,537
439,4,1680,536
440,4,1681,536
441,4,1681,535
442,4,1681,534
443,4,1682,534
444,4,1682,533
445,4,1683,532
446,4,1683,532
447,4,1684,531
448,4,1684,531
449,4,1684,530
450,4,1685,530
451,4,1685,529
452,4,1685,529
453,4,1685,528
454,4,1685,528
455,4,1685,528
456,4,1685,528
457,4,1685,528
458,4,1684,528
459,4,1684,529
460,4,1684,529
461,4,1684,530
462,4,1684,530
463,4,1684,530
464,4,1684,530
465,4,1684,530
466,4,1685,530
467,4,1685,530
468,4,1685,530
469,4,1686,531
470,4,1687,531
471,4,1688,532
472,4,1688,532
473,4,1688,532
474,4,1689,531
475,4,1689,531
476,4,1689,530
477,4,1689,529
478,4,1690,529
479,4,1690,528
480,4,1691,528
481,4,1691,527
482,4,1691,526
483,4,1691,526
484,4,1691,525
485,4,1691,524
486,4,1691,523
487,4,1691,523
488,4,1690,522
489,4,1690,521
490,4,1691,521
491,4,1691,520
492,4,1692,520
493,4,1693,519
494,4,1694,519
495,4,1695,519
496,4,1695,519
497,4,1696,519
498,4,1697,519
499,4,1698,518
500,4,1698,518
501,4,1699,518
502,4,1700,518
503,4,1701,518
504,4,1701,518
505,4,1702,518
506,4,1703,519
507,4,1703,519
508,4,1704,519
509,4,1705,519
510,4,1705,519
511,4,1706,519
512,4,1707,519
513,4,1708,519
514,4,1708,518
515,4,1708,518
516,4,1708,518
517,4,1708,518
518,4,1709,519
519,4,1709,519
520,4,1709,520
521,4,1710,520
522,4,1710,520
523,4,1710,520
524,4,1711,520
525,4,1711,520
526,4,1711,520
527,4,1712,520
528,4,1712,521
529,4,1712,521
530,4,1713,521
531,4,1713,521
532,4,1714,521
533,4,1715,521
534,4,1715,521
535,4,1715,522
536,4,1715,523
537,4,1715,524
538,4,1715,525
539,4,1715,526
540,4,1715,527
555,4,1716,530
556,4,1717,532
557,4,1718,532
558,4,1718,531
559,4,1719,531
560,4,1719,530
561,4,1719,530
562,4,1719,529
563,4,1720,528
564,4,1720,528
565,4,1721,527
566,4,1722,527
568,4,1722,526
569,4,1723,525
570,4,1723,524
590,5,1724,503
591,5,1724,503
597,6,1327,537
598,6,1327,536
599,6,1327,535
614,7,1712,498
615,7,1712,498
616,7,1711,498
617,7,1710,498
618,7,1709,498
620,7,1708,497
621,7,1707,496
622,7,1706,495
623,7,1704,494
624,7,1704,493
625,7,1703,492
626,7,1703,491
627,7,1703,491
628,7,1703,490
629,7,1702,490
630,7,1702,489
631,7,1701,489
632,7,1701,488
633,7,1700,487
634,7,1700,487
635,7,1700,486
636,7,1700,486
637,7,1700,485
638,7,1699,485
639,7,1699,485
640,7,1699,485
641,7,1699,485
675,8,1692,480
676,8,1692,480
677,8,1692,480
678,8,1692,480
679,8,1692,480
680,8,1692,480
681,8,1692,480
682,8,1692,480
683,8,1692,480
684,8,1692,480
685,8,1692,480
686,8,1692,480
687,8,1692,480
688,8,1692,480
689,8,1692,480
690,8,1692,480
691,8,1692,480
692,8,1692,480
693,8,1692,480
694,8,1692,480
695,8,1692,480
696,8,1692,480
697,8,1692,480
698,8,1692,479
699,8,1692,479
700,8,1692,478
701,8,1692,478
702,8,1692,478
703,8,1692,478
704,8,1692,477
705,8,1692,477
706,8,1692,477
707,8,1692,477
708,8,1692,477
709,8,1692,477
710,8,1692,477
711,8,1692,477
712,8,1692,478
713,8,1692,478
714,8,1692,478
715,8,1692,478
716,8,1692,478
717,8,1692,478
718,8,1692,478
719,8,1692,479
720,8,1692,479
721,8,1692,479
722,8,1692,479
723,8,1692,479
724,8,1692,479
725,8,1692,479
726,8,1692,478
727,8,1692,478
728,8,1692,478
729,8,1692,478
730,8,1692,479
731,8,1692,479
732,8,1692,480
733,8,1692,480
734,8,1692,480
735,8,1692,480
736,8,1692,480
737,8,1692,479
738,8,1692,479
739,8,1692,478
740,8,1692,478
741,8,1692,478
742,8,1692,478
743,8,1692,478
744,8,1692,478
745,8,1692,478
746,8,1692,479
747,8,1692,479
748,8,1692,479
749,8,1692,479
750,8,1692,479
751,8,1692,479
752,8,1692,479
753,8,1692,479
754,8,1692,479
755,8,1692,478
756,8,1692,478
757,8,1692,478
758,8,1692,478
759,8,1692,478
760,8,1692,478
761,8,1692,478
762,8,1692,478
763,8,1692,479
764,8,1692,479
765,8,1691,479
766,8,1691,479
767,8,1690,479
768,8,1690,479
769,8,1690,479
770,8,1690,478
771,8,1690,478
772,8,1690,478
773,8,1690,478
774,8,1691,477
775,8,1691,477
776,8,1691,477
777,8,1691,477
778,8,1691,477
779,8,1691,477
780,8,1691,477
781,8,1691,478
782,8,1691,478
783,8,1690,478
784,8,1690,478
785,8,1690,478
786,8,1690,478
787,8,1690,478
788,8,1690,478
789,8,1690,477
790,8,1690,477
791,8,1691,477
792,8,1691,477
793,8,1691,477
794,8,1691,477
795,8,1691,477
796,8,1691,477
797,8,1691,478
798,8,1691,478
799,8,1690,478
800,8,1690,478
801,8,1690,478
802,8,1690,478
803,8,1690,478
804,8,1690,478
805,8,1690,477
806,8,1690,477
807,8,1691,477
808,8,1691,477
809,8,1691,477
810,8,1691,477
811,8,1691,477
812,8,1691,478
813,8,1691,478
814,8,1690,478
815,8,1691,478
816,8,1691,478
817,8,1692,478
818,8,1692,478
819,8,1692,478
820,8,1692,477
821,8,1692,477
822,8,1692,477
823,8,1692,477
824,8,1691,477
825,8,1691,477
826,8,1691,477
827,8,1691,477
828,8,1691,478
829,8,1691,478
830,8,1691,478
831,8,1691,478
832,8,1692,478
833,8,1692,478
834,8,1692,478
835,8,1692,478
836,8,1692,478
837,8,1692,478
838,8,1692,478
839,8,1692,478
840,8,1691,478
841,8,1691,478
842,8,1691,478
843,8,1691,478
844,8,1691,478
845,8,1691,478
846,8,1691,478
847,8,1691,478
848,8,1692,478
849,8,1692,478
850,8,1692,478
851,8,1692,478
852,8,1692,478
853,8,1692,478
854,8,1692,478
855,8,1691,478
856,8,1691,478
857,8,1691,478
858,8,1691,478
859,8,1691,478
860,8,1691,478
861,8,1691,478
862,8,1691,478
863,8,1692,478
864,8,1692,478
865,8,1692,478
866,8,1692,478
867,8,1692,478
868,8,1692,478
869,8,1692,478
870,8,1692,478
871,8,1692,478
872,8,1692,478
873,8,1692,478
874,8,1692,477
875,8,1692,477
876,8,1692,476
877,8,1692,475
878,8,1692,475
879,8,1693,474
880,8,1693,473
881,8,1693,472
882,8,1694,471
883,8,1694,471
884,8,1694,471
885,8,1695,470
886,8,1695,469
887,8,1695,468
888,8,1695,467
889,8,1696,467
890,8,1696,466
891,8,1696,466
892,8,1696,465
893,8,1696,464
894,8,1696,464
895,8,1696,464
896,8,1696,463
897,8,1695,463
898,8,1695,462
899,8,1695,462
900,8,1695,461
901,8,1695,461
902,8,1695,460
903,8,1695,460
904,8,1695,459
905,8,1696,458
906,8,1696,458
907,8,1696,457
908,8,1697,456
909,8,1698,455
910,8,1698,454
911,8,1698,453
912,8,1699,452
913,8,1699,451
914,8,1699,450
915,8,1700,449
916,8,1700,449
917,8,1700,448
918,8,1700,447
919,8,1700,446
920,8,1700,446
921,8,1700,445
922,8,1700,444
923,8,1699,444
924,8,1699,443
925,8,1699,442
926,8,1700,441
927,8,1700,440
928,8,1701,440
929,8,1701,439
930,8,1701,438
931,8,1701,437
932,8,1702,437
933,8,1702,436
934,8,1702,436
935,8,1702,435
936,8,1703,434
937,8,1703,433
938,8,1704,433
939,8,1704,432
940,8,1705,432
941,8,1705,431
942,8,1705,430
943,8,1706,430
944,8,1707,429
945,8,1707,428
946,8,1708,427
947,8,1708,427
948,8,1708,426
949,8,1709,425
950,8,1710,424
951,8,1710,424
952,8,1711,423
953,8,1711,422
954,8,1711,422
955,8,1712,421
956,8,1712,420
957,8,1713,420
958,8,1714,419
959,8,1714,418
960,8,1714,418
961,8,1715,417
962,8,1715,417
963,8,1715,416
964,8,1716,416
965,8,1716,415
966,8,1716,415
967,8,1717,414
968,8,1717,413
969,8,1718,412
970,8,1718,412
971,8,1719,411
972,8,1719,411
973,8,1720,410
974,8,1720,409
975,8,1721,409
976,8,1721,409
977,8,1722,408
978,8,1722,407
979,8,1722,407
980,8,1723,406
981,8,1723,406
982,8,1723,405
983,8,1724,405
984,8,1724,404
985,8,1725,403
986,8,1725,403
987,8,1725,403
988,8,1726,402
989,8,1726,402
990,8,1726,401
991,8,1727,400
992,8,1727,400
993,8,1728,399
994,8,1728,398
995,8,1729,398
996,8,1729,397
997,8,1730,396
998,8,1730,396
999,8,1731,395
1000,8,1731,394
1001,8,1731,394
1002,8,1732,394
1003,8,1732,393
1004,8,1733,393
1005,8,1733,392
1006,8,1733,391
1007,8,1734,391
1008,8,1734,390
1009,8,1735,389
1010,8,1735,388
1011,8,1736,387
1012,8,1736,386
1013,8,1736,386
1014,8,1736,385
1015,8,1736,385
1016,8,1736,384
1017,8,1736,383
1018,8,1736,382
1019,8,1735,381
1020,8,1735,380
1021,8,1735,379
1022,8,1734,379
1023,8,1734,378
1024,8,1734,377
1025,8,1734,376
1026,8,1733,375
1027,8,1733,375
1028,8,1733,374
1029,8,1733,374
1030,8,1733,373
1031,8,1733,372
1032,8,1732,371
1033,8,1731,370
1034,8,1731,369
1035,8,1730,368
1036,8,1729,367
1037,8,1729,367
