frame_idx,event_type,player_id,angle,position,timestamp
642,direction_change,2,90.0,"(1626, 641)",30.079977116704807
651,direction_change,2,90.0,"(1624, 645)",30.501659038901604
658,direction_change,2,135.0,"(1624, 646)",30.82963386727689
687,direction_change,2,90.0,"(1626, 644)",32.18838672768879
702,direction_change,2,90.0,"(1626, 643)",32.89118993135012
710,direction_change,2,90.0,"(1625, 642)",33.266018306636155
724,direction_change,2,90.0,"(1623, 645)",33.92196796338673
727,direction_change,2,90.0,"(1622, 646)",34.062528604118995
728,direction_change,2,90.0,"(1621, 646)",34.10938215102975
729,direction_change,2,45.00000000000001,"(1620, 645)",34.1562356979405
732,direction_change,2,90.0,"(1619, 644)",34.29679633867277
740,direction_change,2,90.0,"(1620, 645)",34.67162471395881
767,direction_change,2,90.0,"(1624, 645)",35.9366704805492
829,direction_change,2,90.0,"(1625, 642)",38.84159038901602
830,direction_change,2,45.00000000000001,"(1626, 641)",38.88844393592677
833,direction_change,2,45.00000000000001,"(1627, 639)",39.02900457665904
834,direction_change,2,90.0,"(1628, 639)",39.075858123569795
835,direction_change,2,90.0,"(1628, 638)",39.12271167048055
836,direction_change,2,90.0,"(1629, 638)",39.16956521739131
837,direction_change,2,90.0,"(1629, 637)",39.21641876430206
838,direction_change,2,90.0,"(1630, 637)",39.263272311212816
840,direction_change,2,90.0,"(1631, 636)",39.35697940503433
841,direction_change,2,90.0,"(1632, 636)",39.403832951945084
843,direction_change,2,90.0,"(1633, 635)",39.49754004576659
844,direction_change,2,90.0,"(1634, 635)",39.544393592677345
845,direction_change,2,45.00000000000001,"(1635, 634)",39.591247139588106
855,direction_change,2,45.00000000000001,"(1640, 628)",40.059782608695656
856,direction_change,2,45.00000000000001,"(1641, 627)",40.10663615560641
857,direction_change,2,45.00000000000001,"(1641, 626)",40.15348970251716
860,direction_change,2,90.0,"(1642, 625)",40.29405034324943
871,direction_change,2,45.00000000000001,"(1641, 618)",40.809439359267735
872,direction_change,2,135.0,"(1642, 618)",40.85629290617849
873,direction_change,2,90.0,"(1642, 617)",40.90314645308925
874,direction_change,2,45.00000000000001,"(1643, 616)",40.95
875,direction_change,2,45.00000000000001,"(1643, 615)",40.99685354691076
878,direction_change,2,90.0,"(1644, 614)",41.137414187643024
879,direction_change,2,90.0,"(1644, 613)",41.18426773455378
884,direction_change,2,45.00000000000001,"(1645, 608)",41.41853546910755
885,direction_change,2,45.00000000000001,"(1645, 607)",41.46538901601831
891,direction_change,2,45.00000000000001,"(1646, 603)",41.74651029748284
892,direction_change,2,45.00000000000001,"(1646, 602)",41.793363844393596
898,direction_change,2,45.00000000000001,"(1645, 597)",42.074485125858125
899,direction_change,2,45.00000000000001,"(1645, 596)",42.12133867276888
906,direction_change,2,45.00000000000001,"(1648, 592)",42.44931350114417
907,direction_change,2,45.00000000000001,"(1648, 591)",42.49616704805492
910,direction_change,2,45.00000000000001,"(1649, 589)",42.63672768878719
912,direction_change,2,90.0,"(1650, 588)",42.7304347826087
913,direction_change,2,90.0,"(1650, 587)",42.77728832951945
914,direction_change,2,45.00000000000001,"(1651, 586)",42.82414187643021
915,direction_change,2,45.00000000000001,"(1651, 585)",42.870995423340965
916,direction_change,2,90.0,"(1652, 585)",42.91784897025172
917,direction_change,2,90.0,"(1652, 584)",42.96470251716247
918,direction_change,2,45.00000000000001,"(1653, 583)",43.011556064073226
921,direction_change,2,45.00000000000001,"(1654, 581)",43.15211670480549
922,direction_change,2,45.00000000000001,"(1655, 580)",43.19897025171625
923,direction_change,2,45.00000000000001,"(1655, 579)",43.24582379862701
925,direction_change,2,45.00000000000001,"(1656, 577)",43.339530892448515
928,direction_change,2,45.00000000000001,"(1657, 575)",43.48009153318078
935,direction_change,2,45.00000000000001,"(1660, 571)",43.808066361556065
936,direction_change,2,45.00000000000001,"(1660, 570)",43.85491990846682
937,direction_change,2,90.0,"(1661, 570)",43.90177345537758
938,direction_change,2,90.0,"(1661, 569)",43.94862700228833
939,direction_change,2,45.00000000000001,"(1662, 568)",43.99548054919909
942,direction_change,2,45.00000000000001,"(1663, 566)",44.136041189931355
943,direction_change,2,45.00000000000001,"(1663, 565)",44.18289473684211
944,direction_change,2,90.0,"(1664, 565)",44.22974828375286
945,direction_change,2,90.0,"(1664, 564)",44.276601830663616
946,direction_change,2,45.00000000000001,"(1665, 563)",44.323455377574376
947,direction_change,2,45.00000000000001,"(1665, 562)",44.37030892448513
948,direction_change,2,90.0,"(1666, 562)",44.41716247139588
949,direction_change,2,45.00000000000001,"(1667, 561)",44.46401601830664
950,direction_change,2,45.00000000000001,"(1667, 560)",44.51086956521739
952,direction_change,2,45.00000000000001,"(1668, 558)",44.604576659038905
954,direction_change,2,45.00000000000001,"(1669, 556)",44.69828375286041
955,direction_change,2,90.0,"(1670, 556)",44.74513729977117
958,direction_change,2,45.00000000000001,"(1671, 554)",44.885697940503434
959,direction_change,2,45.00000000000001,"(1671, 553)",44.93255148741419
962,direction_change,2,45.00000000000001,"(1672, 551)",45.073112128146455
963,direction_change,2,90.0,"(1673, 551)",45.11996567505721
964,direction_change,2,90.0,"(1673, 550)",45.16681922196796
967,direction_change,2,45.00000000000001,"(1674, 548)",45.30737986270023
968,direction_change,2,45.00000000000001,"(1675, 547)",45.354233409610984
969,direction_change,2,45.00000000000001,"(1675, 546)",45.401086956521745
970,direction_change,2,90.0,"(1676, 546)",45.4479405034325
971,direction_change,2,90.0,"(1676, 545)",45.49479405034325
973,direction_change,2,90.0,"(1677, 544)",45.58850114416476
974,direction_change,2,90.0,"(1677, 543)",45.63535469107552
975,direction_change,2,45.00000000000001,"(1678, 542)",45.68220823798627
978,direction_change,2,45.00000000000001,"(1679, 540)",45.82276887871854
981,direction_change,2,45.00000000000001,"(1680, 538)",45.9633295194508
982,direction_change,2,90.0,"(1681, 538)",46.010183066361556
983,direction_change,2,90.0,"(1681, 537)",46.05703661327232
986,direction_change,2,45.00000000000001,"(1682, 535)",46.19759725400458
989,direction_change,2,45.00000000000001,"(1683, 533)",46.338157894736845
990,direction_change,2,90.0,"(1684, 533)",46.3850114416476
991,direction_change,2,90.0,"(1684, 532)",46.43186498855835
994,direction_change,2,45.00000000000001,"(1685, 530)",46.57242562929062
995,direction_change,2,45.00000000000001,"(1685, 529)",46.619279176201374
996,direction_change,2,90.0,"(1686, 529)",46.66613272311213
997,direction_change,2,90.0,"(1686, 528)",46.71298627002289
1010,direction_change,2,90.0,"(1685, 528)",47.3220823798627
1011,direction_change,2,90.0,"(1685, 527)",47.36893592677346
1022,direction_change,2,135.0,"(1686, 525)",47.884324942791764
1025,direction_change,2,45.00000000000001,"(1688, 526)",48.02488558352403
1026,direction_change,2,90.0,"(1688, 527)",48.071739130434786
1029,direction_change,2,45.00000000000001,"(1690, 526)",48.212299771167054
1030,direction_change,2,90.0,"(1690, 525)",48.25915331807781
1031,direction_change,2,45.00000000000001,"(1691, 524)",48.30600686498856
1036,direction_change,2,45.00000000000001,"(1690, 520)",48.540274599542336
1037,direction_change,2,45.00000000000001,"(1690, 519)",48.58712814645309
1038,direction_change,2,45.00000000000001,"(1689, 518)",48.63398169336385
1039,direction_change,2,45.00000000000001,"(1689, 517)",48.680835240274604
1044,direction_change,2,45.00000000000001,"(1688, 514)",48.91510297482838
1045,direction_change,2,45.00000000000001,"(1688, 513)",48.96195652173913
1051,direction_change,2,90.0,"(1687, 507)",49.24307780320366
1052,direction_change,2,90.0,"(1687, 506)",49.28993135011442
1056,direction_change,2,45.00000000000001,"(1686, 503)",49.47734553775744
1057,direction_change,2,45.00000000000001,"(1686, 502)",49.5241990846682
1064,direction_change,2,90.0,"(1686, 497)",49.85217391304348
1065,direction_change,2,45.00000000000001,"(1686, 496)",49.89902745995423
1066,direction_change,2,45.00000000000001,"(1685, 495)",49.945881006864994
1067,direction_change,2,45.00000000000001,"(1685, 494)",49.99273455377575
1074,direction_change,2,90.0,"(1684, 489)",50.32070938215103
1075,direction_change,2,90.0,"(1684, 488)",50.36756292906179
1081,direction_change,2,90.0,"(1685, 483)",50.64868421052632
1082,direction_change,2,90.0,"(1685, 482)",50.69553775743707
1086,direction_change,2,45.00000000000001,"(1684, 479)",50.882951945080094
1087,direction_change,2,45.00000000000001,"(1683, 478)",50.92980549199085
1089,direction_change,2,45.00000000000001,"(1683, 477)",51.02351258581236
1094,direction_change,2,45.00000000000001,"(1682, 471)",51.25778032036614
1095,direction_change,2,45.00000000000001,"(1682, 470)",51.30463386727689
1096,direction_change,2,90.0,"(1681, 470)",51.351487414187645
1111,direction_change,2,45.00000000000001,"(1681, 460)",52.05429061784897
1112,direction_change,2,45.00000000000001,"(1681, 459)",52.10114416475973
1113,direction_change,2,45.00000000000001,"(1680, 458)",52.147997711670484
1114,direction_change,2,45.00000000000001,"(1680, 457)",52.19485125858124
1120,direction_change,2,45.00000000000001,"(1682, 453)",52.47597254004577
1128,direction_change,2,45.00000000000001,"(1686, 448)",52.85080091533181
1129,direction_change,2,45.00000000000001,"(1687, 447)",52.89765446224256
1136,direction_change,2,45.00000000000001,"(1691, 444)",53.22562929061785
1137,direction_change,2,90.0,"(1691, 443)",53.27248283752861
1138,direction_change,2,45.00000000000001,"(1692, 442)",53.31933638443936
1141,direction_change,2,45.00000000000001,"(1693, 440)",53.45989702517163
1142,direction_change,2,90.0,"(1694, 440)",53.50675057208238
1143,direction_change,2,90.0,"(1694, 439)",53.553604118993135
1144,direction_change,2,45.00000000000001,"(1695, 438)",53.600457665903896
1145,direction_change,2,45.00000000000001,"(1696, 438)",53.64731121281465
1146,direction_change,2,90.0,"(1696, 437)",53.6941647597254
1147,direction_change,2,45.00000000000001,"(1697, 436)",53.74101830663616
1167,direction_change,2,45.00000000000001,"(1706, 425)",54.678089244851265
1168,direction_change,2,45.00000000000001,"(1707, 424)",54.72494279176202
1170,direction_change,2,45.00000000000001,"(1708, 422)",54.818649885583525
1171,direction_change,2,45.00000000000001,"(1709, 421)",54.86550343249428
1174,direction_change,2,90.0,"(1710, 420)",55.00606407322655
1175,direction_change,2,90.0,"(1711, 420)",55.0529176201373
1176,direction_change,2,90.0,"(1711, 419)",55.09977116704806
1178,direction_change,2,90.0,"(1712, 418)",55.19347826086957
1179,direction_change,2,45.00000000000001,"(1713, 417)",55.24033180778032
1182,direction_change,2,45.00000000000001,"(1715, 416)",55.38089244851259
1183,direction_change,2,90.0,"(1715, 415)",55.427745995423344
1184,direction_change,2,45.00000000000001,"(1716, 414)",55.4745995423341
1192,direction_change,2,45.00000000000001,"(1721, 408)",55.84942791762014
1193,direction_change,2,90.0,"(1722, 408)",55.896281464530894
1194,direction_change,2,90.0,"(1722, 407)",55.94313501144165
1195,direction_change,2,45.00000000000001,"(1723, 406)",55.98998855835241
1198,direction_change,2,45.00000000000001,"(1724, 404)",56.13054919908467
1199,direction_change,2,90.0,"(1725, 404)",56.17740274599543
1200,direction_change,2,90.0,"(1725, 403)",56.22425629290618
1203,direction_change,2,90.0,"(1726, 402)",56.364816933638444
1204,direction_change,2,45.00000000000001,"(1727, 401)",56.411670480549205
1205,direction_change,2,45.00000000000001,"(1727, 400)",56.45852402745996
1206,direction_change,2,90.0,"(1728, 400)",56.50537757437071
1207,direction_change,2,90.0,"(1728, 399)",56.552231121281466
1208,direction_change,2,90.0,"(1729, 399)",56.599084668192226
1209,direction_change,2,90.0,"(1729, 398)",56.64593821510298
1210,direction_change,2,45.00000000000001,"(1730, 397)",56.692791762013734
1211,direction_change,2,45.00000000000001,"(1730, 396)",56.73964530892449
1212,direction_change,2,90.0,"(1731, 396)",56.78649885583524
1213,direction_change,2,90.0,"(1731, 395)",56.833352402746
1214,direction_change,2,45.00000000000001,"(1732, 394)",56.880205949656755
1217,direction_change,2,45.00000000000001,"(1733, 392)",57.020766590389016
1220,direction_change,2,45.00000000000001,"(1734, 390)",57.161327231121284
1221,direction_change,2,45.00000000000001,"(1735, 389)",57.20818077803204
1227,direction_change,2,45.00000000000001,"(1734, 384)",57.48930205949657
1228,direction_change,2,45.00000000000001,"(1734, 383)",57.53615560640733
1229,direction_change,2,45.00000000000001,"(1733, 382)",57.58300915331808
1233,direction_change,2,45.00000000000001,"(1732, 380)",57.7704233409611
1234,direction_change,2,45.00000000000001,"(1731, 379)",57.817276887871856
1237,direction_change,2,45.00000000000001,"(1730, 377)",57.957837528604124
1244,direction_change,2,45.00000000000001,"(1729, 373)",58.285812356979406
1245,direction_change,2,45.00000000000001,"(1728, 372)",58.33266590389017
1246,direction_change,2,45.00000000000001,"(1728, 371)",58.37951945080092
1248,direction_change,2,45.00000000000001,"(1727, 369)",58.47322654462243
1251,direction_change,2,45.00000000000001,"(1726, 367)",58.613787185354695
1252,direction_change,2,45.00000000000001,"(1726, 366)",58.66064073226545
1254,direction_change,2,45.00000000000001,"(1725, 364)",58.75434782608696
1255,direction_change,2,45.00000000000001,"(1725, 363)",58.80120137299772
1256,direction_change,2,45.00000000000001,"(1724, 362)",58.84805491990847
1259,direction_change,2,45.00000000000001,"(1723, 360)",58.98861556064074
1262,direction_change,2,45.00000000000001,"(1722, 358)",59.129176201373
1265,direction_change,2,45.00000000000001,"(1721, 355)",59.26973684210527
1266,direction_change,2,45.00000000000001,"(1721, 354)",59.31659038901602
1273,direction_change,2,45.00000000000001,"(1719, 348)",59.64456521739131
1274,direction_change,2,45.00000000000001,"(1718, 347)",59.691418764302064
1275,direction_change,2,45.00000000000001,"(1718, 346)",59.73827231121282
1279,direction_change,2,45.00000000000001,"(1717, 343)",59.92568649885584
1282,direction_change,2,45.00000000000001,"(1716, 341)",60.06624713958811
1283,direction_change,2,45.00000000000001,"(1716, 340)",60.11310068649886
1285,direction_change,2,45.00000000000001,"(1715, 338)",60.20680778032037
1291,direction_change,2,45.00000000000001,"(1714, 334)",60.487929061784904
1292,direction_change,2,45.00000000000001,"(1714, 333)",60.53478260869566
1293,direction_change,2,45.00000000000001,"(1713, 332)",60.58163615560641
1294,direction_change,2,45.00000000000001,"(1713, 331)",60.628489702517165
1295,direction_change,2,45.00000000000001,"(1712, 330)",60.67534324942792
1296,direction_change,2,45.00000000000001,"(1712, 328)",60.72219679633868
1304,direction_change,2,45.00000000000001,"(1710, 322)",61.097025171624715
1305,direction_change,2,45.00000000000001,"(1710, 321)",61.143878718535476
1311,direction_change,2,45.00000000000001,"(1708, 317)",61.425000000000004
1314,direction_change,2,45.00000000000001,"(1707, 314)",61.56556064073227
1322,direction_change,2,45.00000000000001,"(1706, 309)",61.94038901601831
1330,direction_change,2,45.00000000000001,"(1705, 302)",62.31521739130435
1331,direction_change,2,45.00000000000001,"(1705, 301)",62.362070938215105
1334,direction_change,2,90.0,"(1704, 298)",62.50263157894737
1335,direction_change,2,90.0,"(1704, 297)",62.549485125858126
1339,direction_change,2,45.00000000000001,"(1703, 295)",62.73689931350115
1343,direction_change,2,45.00000000000001,"(1702, 292)",62.92431350114417
1344,direction_change,2,90.0,"(1701, 292)",62.97116704805492
1347,direction_change,2,45.00000000000001,"(1700, 290)",63.11172768878719
1357,direction_change,2,90.0,"(1696, 285)",63.58026315789474
1360,direction_change,2,45.00000000000001,"(1695, 283)",63.72082379862701
1361,direction_change,2,90.0,"(1694, 283)",63.76767734553776
1364,direction_change,2,45.00000000000001,"(1692, 282)",63.908237986270024
1365,direction_change,2,45.00000000000001,"(1691, 282)",63.955091533180784
1368,direction_change,2,45.00000000000001,"(1689, 281)",64.09565217391305
1372,direction_change,2,45.00000000000001,"(1686, 280)",64.28306636155607
1375,direction_change,2,45.00000000000001,"(1683, 279)",64.42362700228833
1384,direction_change,2,45.00000000000001,"(1677, 280)",64.84530892448512
1395,direction_change,2,45.00000000000001,"(1669, 280)",65.36069794050344
1396,direction_change,2,45.00000000000001,"(1668, 280)",65.4075514874142
1397,direction_change,2,45.00000000000001,"(1667, 281)",65.45440503432495
1398,direction_change,2,45.00000000000001,"(1666, 281)",65.5012585812357
1400,direction_change,2,90.0,"(1665, 282)",65.59496567505721
1404,direction_change,2,45.00000000000001,"(1662, 283)",65.78237986270024
1409,direction_change,2,45.00000000000001,"(1659, 284)",66.016647597254
1413,direction_change,2,45.00000000000001,"(1656, 285)",66.20406178489704
1414,direction_change,2,45.00000000000001,"(1656, 286)",66.25091533180779
1415,direction_change,2,90.0,"(1655, 286)",66.29776887871854
1417,direction_change,2,90.0,"(1654, 287)",66.39147597254005
1424,direction_change,2,90.0,"(1651, 288)",66.71945080091534
1425,direction_change,2,90.0,"(1650, 288)",66.7663043478261
1438,direction_change,2,90.0,"(1648, 290)",67.3754004576659
1452,direction_change,2,90.0,"(1644, 291)",68.03135011441648
1475,direction_change,2,90.0,"(1645, 290)",69.10898169336384
1483,direction_change,2,45.00000000000001,"(1640, 291)",69.48381006864989
1485,direction_change,2,45.00000000000001,"(1638, 292)",69.5775171624714
1486,direction_change,2,45.00000000000001,"(1637, 292)",69.62437070938215
1492,direction_change,2,45.00000000000001,"(1633, 293)",69.90549199084668
1493,direction_change,2,45.00000000000001,"(1632, 293)",69.95234553775744
1500,direction_change,2,45.00000000000001,"(1626, 294)",70.28032036613273
1501,direction_change,2,45.00000000000001,"(1625, 294)",70.32717391304348
1506,direction_change,2,90.0,"(1622, 295)",70.56144164759726
1507,direction_change,2,90.0,"(1621, 295)",70.60829519450802
1512,direction_change,2,45.00000000000001,"(1618, 296)",70.84256292906178
1518,direction_change,2,90.0,"(1617, 297)",71.12368421052632
1529,direction_change,2,45.00000000000001,"(1608, 299)",71.63907322654462
1534,direction_change,2,45.00000000000001,"(1606, 299)",71.8733409610984
236,direction_change,3,45.00000000000001,"(1572, 725)",11.057437070938215
237,direction_change,3,45.00000000000001,"(1573, 725)",11.10429061784897
238,direction_change,3,90.0,"(1573, 724)",11.151144164759726
239,direction_change,3,45.00000000000001,"(1574, 723)",11.197997711670482
240,direction_change,3,45.00000000000001,"(1574, 722)",11.244851258581237
241,direction_change,3,45.00000000000001,"(1575, 721)",11.29170480549199
242,direction_change,3,45.00000000000001,"(1575, 720)",11.338558352402746
246,direction_change,3,90.0,"(1576, 718)",11.525972540045768
247,direction_change,3,45.00000000000001,"(1577, 717)",11.572826086956523
252,direction_change,3,90.0,"(1579, 715)",11.807093821510298
253,direction_change,3,90.0,"(1579, 714)",11.853947368421053
254,direction_change,3,90.0,"(1580, 714)",11.900800915331809
255,direction_change,3,45.00000000000001,"(1581, 713)",11.947654462242564
257,direction_change,3,45.00000000000001,"(1582, 711)",12.041361556064073
258,direction_change,3,90.0,"(1583, 711)",12.088215102974829
259,direction_change,3,90.0,"(1583, 710)",12.135068649885584
262,direction_change,3,45.00000000000001,"(1584, 708)",12.27562929061785
263,direction_change,3,90.0,"(1585, 708)",12.322482837528606
264,direction_change,3,90.0,"(1585, 707)",12.36933638443936
271,direction_change,3,45.00000000000001,"(1588, 703)",12.697311212814647
272,direction_change,3,90.0,"(1589, 703)",12.7441647597254
273,direction_change,3,90.0,"(1589, 702)",12.791018306636156
274,direction_change,3,90.0,"(1590, 702)",12.837871853546911
275,direction_change,3,90.0,"(1590, 701)",12.884725400457667
278,direction_change,3,45.00000000000001,"(1591, 699)",13.025286041189933
283,direction_change,3,45.00000000000001,"(1592, 695)",13.259553775743708
286,direction_change,3,45.00000000000001,"(1593, 693)",13.400114416475974
287,direction_change,3,45.00000000000001,"(1594, 692)",13.446967963386728
288,direction_change,3,45.00000000000001,"(1594, 691)",13.493821510297483
294,direction_change,3,45.00000000000001,"(1595, 687)",13.774942791762015
295,direction_change,3,45.00000000000001,"(1595, 686)",13.821796338672769
296,direction_change,3,45.00000000000001,"(1596, 685)",13.868649885583524
297,direction_change,3,45.00000000000001,"(1596, 684)",13.91550343249428
299,direction_change,3,45.00000000000001,"(1597, 682)",14.00921052631579
302,direction_change,3,90.0,"(1598, 681)",14.149771167048057
303,direction_change,3,90.0,"(1598, 680)",14.19662471395881
304,direction_change,3,45.00000000000001,"(1599, 679)",14.243478260869566
305,direction_change,3,45.00000000000001,"(1599, 678)",14.290331807780321
308,direction_change,3,45.00000000000001,"(1600, 676)",14.430892448512587
309,direction_change,3,45.00000000000001,"(1601, 675)",14.477745995423343
312,direction_change,3,45.00000000000001,"(1602, 673)",14.618306636155607
313,direction_change,3,45.00000000000001,"(1602, 672)",14.665160183066362
314,direction_change,3,45.00000000000001,"(1603, 671)",14.712013729977118
315,direction_change,3,45.00000000000001,"(1603, 670)",14.758867276887873
319,direction_change,3,45.00000000000001,"(1604, 667)",14.946281464530893
